"Freq [GHz]","re(S(1,1)) []","im(S(1,1)) []","re(S(2,1)) []","im(S(2,1)) []","re(partialS(1,1,L1)) []","im(partialS(1,1,L1)) []","re(partialS(2,1,L1)) []","im(partialS(2,1,L1)) []","re(partialS(1,1,L2)) []","im(partialS(1,1,L2)) []","re(partialS(2,1,L2)) []","im(partialS(2,1,L2)) []","re(partialS(1,1,L3)) []","im(partialS(1,1,L3)) []","re(partialS(2,1,L3)) []","im(partialS(2,1,L3)) []","re(partialS(1,1,M01)) []","im(partialS(1,1,M01)) []","re(partialS(2,1,M01)) []","im(partialS(2,1,M01)) []","re(partialS(1,1,M12)) []","im(partialS(1,1,M12)) []","re(partialS(2,1,M12)) []","im(partialS(2,1,M12)) []","re(partialS(1,1,M23)) []","im(partialS(1,1,M23)) []","re(partialS(2,1,M23)) []","im(partialS(2,1,M23)) []","re(partialS(1,1,M34)) []","im(partialS(1,1,M34)) []","re(partialS(2,1,M34)) []","im(partialS(2,1,M34)) []"
5.161,-0.183304677098089,0.983038086898389,-3.996291975149E-006,-7.37355302833076E-007,1.04639423667738,0.206393383729212,-0.000105421223628461,7.20655459601723E-005,0.0182281482770937,0.00315863566093494,3.74305435066007E-005,2.60863815477241E-005,0.000929183344440413,6.35530959330418E-005,-3.16151089333099E-005,-3.53383259200571E-006,10.8073787330277,2.06468146870129,-5.59724219509987E-005,5.77826205285402E-005,0.506199713048461,0.0943799787574991,-0.000178350361664894,4.8960659910099E-005,0.00817794453723907,0.00183098097709339,-0.000216794505219689,-4.06855504168627E-006,0.000110048890246364,2.32963137941552E-005,-8.68550886281164E-005,-8.01177954758684E-006
5.162,-0.181854291958822,0.983307444928559,-4.03650443586427E-006,-7.38624318588151E-007,1.05013944710158,0.205531124351698,-0.000105980417929706,7.26255073055566E-005,0.0183432881894569,0.00315169957795501,3.75895700902224E-005,2.61809934293586E-005,0.000932050075286069,6.20848457967349E-005,-3.18953645125129E-005,-3.51975566768489E-006,10.8258674253727,2.05184154710538,-5.65771683833729E-005,5.82857978948399E-005,0.508246903530475,0.0939854160754448,-0.000179622485429905,4.94665072383723E-005,0.0082335223500621,0.00183059415510401,-0.000218352537962387,-3.85567590906305E-006,0.000110899999999935,2.33147862693546E-005,-8.75175168097443E-005,-7.96923095506658E-006
5.163,-0.180401860379707,0.983574966843007,-4.07715450132553E-006,-7.39846493883511E-007,1.05389920678166,0.204658769257926,-0.000106538968086916,7.31866800296245E-005,0.0184590990350393,0.00314452502145335,3.77461783540002E-005,2.62744836390989E-005,0.000934924009952493,6.06097194272696E-005,-3.21776534535875E-005,-3.50511307337199E-006,10.8443912485235,2.03894076253189,-5.71917465229403E-005,5.87934790322182E-005,0.510303534567154,0.0935858751405897,-0.000180900760070508,4.99748198901249E-005,0.00828944429862181,0.00183008681662313,-0.000219917317651212,-3.63963273334423E-006,0.000111756269892542,2.33315041199534E-005,-8.8183825499113E-005,-7.92544974939952E-006
5.164,-0.178947377891158,0.983840645880016,-4.11824731885306E-006,-7.41020597039538E-007,1.05767357729937,0.203776240247179,-0.000107096892797276,7.37490632442698E-005,0.0185755863678068,0.00313710928557807,3.79003253523483E-005,2.63668497612714E-005,0.000937805256232698,5.91276927112672E-005,-3.24620042520945E-005,-3.48989931480256E-006,10.8629502669412,2.02597878989329,-5.7816296778066E-005,5.93057616238908E-005,0.512369656075546,0.0931813106431329,-0.00018218527857647,5.04856147307224E-005,0.00834571332989134,0.00182945756377397,-0.000221488934494708,-3.42040280495209E-006,0.00011261776463482,2.33464489493846E-005,-8.88540664634534E-005,-7.88042373067841E-006
5.165,-0.17749084000479,0.984104475239027,-4.15978810053283E-006,-7.42145371456198E-007,1.0614626205147,0.202883458486052,-0.000107654211283809,7.4312656193078E-005,0.0186927557949367,0.00312944963046321,3.80519676691983E-005,2.6458089484098E-005,0.000940693923811824,5.76387411650327E-005,-3.2748445838448E-005,-3.47410885256697E-006,10.8815445448962,2.01295530203916,-5.84509612871285E-005,5.98227452269702E-005,0.514445318270991,0.0927716768514533,-0.000183476135430201,5.0998909033221E-005,0.00840233242032166,0.00182870498084259,-0.000223067480117458,-3.19796303368235E-006,0.000113484549857765,2.33596020599748E-005,-8.95282922291464E-005,-7.83414047272553E-006
5.166,-0.176032242213338,0.984366448080338,-4.20178212480571E-006,-7.4321953646655E-007,1.065266398567,0.201980344502809,-0.000108210943356938,7.48774582645603E-005,0.0188106129773686,0.00312154328177693,3.82010611004211E-005,2.65482005898134E-005,0.000943590124276509,5.61428399116292E-005,-3.30370076549857E-005,-3.45773598301631E-006,10.9001741464627,1.99986996974117,-5.90958839362258E-005,6.03445312997977E-005,0.516530571669015,0.0923569276078449,-0.000184773426633345,5.1514720469728E-005,0.00845930457616619,0.001827827634019,-0.000224653047597024,-2.97228993730323E-006,0.000114356692127126,2.33709444394678E-005,-9.02065560981421E-005,-7.78658731625912E-006
5.167,-0.174571579990574,0.984626557524812,-4.24423473755828E-006,-7.44241785385164E-007,1.06908497387603,0.20106681818163,-0.000108767109363778,7.5443468966346E-005,0.0189291636304147,0.00311338743025513,3.83475609452269E-005,2.66371810378837E-005,0.000946493971159992,5.46399636714891E-005,-3.33277196019378E-005,-3.44077490640925E-006,10.9188391355128,1.98672246167796,-5.97512103755862E-005,6.08712232301254E-005,0.518625467087248,0.0919370163241816,-0.000186077249731278,5.20330671379129E-005,0.00851663283381993,0.00182682407114936,-0.000226245731479608,-2.74335964069197E-006,0.000115234258957302,2.3380456752329E-005,-9.08889121598116E-005,-7.73775136751515E-006
5.168,-0.173108848791227,0.984884796653576,-4.2871513515589E-006,-7.45210786740378E-007,1.07291840914306,0.200142798756851,-0.000109322730245329,7.60106879648618E-005,0.0190484135242689,0.00310497923121729,3.84914217655987E-005,2.67250289139956E-005,0.000949405579985181,5.31300867833652E-005,-3.36206121147404E-005,-3.42321972647332E-006,10.9375395757111,1.97351244441983,-6.04170880486403E-005,6.14029263791645E-005,0.520730055647354,0.0915118959775426,-0.00018738770383528,5.25539675597012E-005,0.00857432026014285,0.0018256928214712,-0.000227845627801862,-2.51114785777757E-006,0.000116117318819367,2.33881193402384E-005,-9.15754152994314E-005,-7.68761948794653E-006
5.169,-0.1716440440509,0.985141158507724,-4.33053745024652E-006,-7.46125182440713E-007,1.07676676735191,0.199208204807081,-0.00010987782752014,7.65791150645231E-005,0.0191683684846377,0.00309631580406645,3.86325974969789E-005,2.68117424202472E-005,0.00095232506825701,5.16131831219764E-005,-3.39157160849192E-005,-3.40506439977312E-006,10.9562755305088,1.96023958241343,-6.1093666203082E-005,6.19397481070043E-005,0.522844388776964,0.0910815191057947,-0.00018870488964809,5.30774406944305E-005,0.0086323699528104,0.00182443239535562,-0.000229452834110492,-2.27562989122152E-006,0.000117005941165907,2.33939122109407E-005,-9.22661212184332E-005,-7.63617829453778E-006
5.17,-0.170177161185991,0.985395636088012,-4.37439858487745E-006,-7.46983588108012E-007,1.08063011177008,0.198262954249362,-0.000110432423303705,7.71487502360076E-005,0.0192890343933124,0.00308739423180492,3.87710414090648E-005,2.68973198549097E-005,0.000955252555540769,5.00892261659061E-005,-3.4213062918697E-005,-3.38630277899775E-006,10.9750470631376,1.9469035379662,-6.17810959173834E-005,6.2481797819858E-005,0.524968518211633,0.0906458378031054,-0.000190028909486511,5.36035059572392E-005,0.00869078504065522,0.00182304128403641,-0.000231067449501854,-2.03678061589313E-006,0.000117900196435217,2.3397815032281E-005,-9.29610864355352E-005,-7.58341415136468E-006
5.171,-0.168708195593606,0.985648222354548,-4.41874037871643E-006,-7.4778459212821E-007,1.08450850594981,0.197306964333153,-0.000110986540323428,7.77195936111003E-005,0.0194104171887686,0.00307821156053192,3.89067061442971E-005,2.69817597998303E-005,0.000958188163460101,4.85581889363637E-005,-3.45126845770623E-005,-3.36692857477501E-006,10.9938542366038,1.93350397123074,-6.24795301288564E-005,6.30291869951639E-005,0.527102495996801,0.0902048037154334,-0.000191359867315304,5.41321832224645E-005,0.0087495686840099,0.00182151795934405,-0.000232689574628776,-1.79457447600579E-006,0.000118800156073787,2.33998071292892E-005,-9.3660368307305E-005,-7.52931316555294E-006
5.172,-0.167237142651478,0.98589891022649,-4.46356852624384E-006,-7.48526755337752E-007,1.08840201372911,0.196340151634344,-0.000111540201923671,7.82916454818259E-005,0.019532522866755,0.00306876479893413,3.90395435590142E-005,2.70650608513821E-005,0.000961132015747617,4.70200440072859E-005,-3.48146135154046E-005,-3.34693539276789E-006,11.0126971136823,1.92004054018908,-6.31891236380451E-005,6.35820292194396E-005,0.529246374489762,0.0897583680359414,-0.000192697868758529,5.46634928341261E-005,0.00880872407506373,0.0018198608734236,-0.000234319311740278,-1.54898546874341E-006,0.000119705892546931,2.33998674717328E-005,-9.43640250398565E-005,-7.47386118015305E-006
5.173,-0.165763997717884,0.986147692581728,-4.50888879557752E-006,-7.49208610449707E-007,1.09231069923292,0.195362432049169,-0.000112093432069023,7.88649063141243E-005,0.0196553574809064,0.00305905091774041,3.91695049175599E-005,2.71472217974327E-005,0.000964084238278987,4.54747634712284E-005,-3.51188827361587E-005,-3.32631667652573E-006,11.0315757569106,1.90651290063673,-6.39100331454103E-005,6.41404402354636E-005,0.531400206361662,0.0893064815003784,-0.000194043021141169,5.51974556265661E-005,0.00886825443821867,0.00181806845846199,-0.000235956764694654,-1.29998713639584E-006,0.000120617479355276,2.33979746721746E-005,-9.50721156957164E-005,-7.41704377125905E-006
5.174,-0.164288756131565,0.986394562256574,-4.55470702730218E-006,-7.49828661862209E-007,1.0962346268741,0.194373720788055,-0.000112646255375335,7.94393767616006E-005,0.0197789271433728,0.00304906684924135,3.92965407176832E-005,2.72282416182013E-005,0.000967044959098826,4.3922318963125E-005,-3.54255257724131E-005,-3.30506574455669E-006,11.050490228582,1.89292070616672,-6.46424172727712E-005,6.4704537969008E-005,0.53356404459948,0.0888490943823939,-0.000195395433507764,5.57340929283364E-005,0.00892816303044526,0.00181613912639982,-0.000237602038993992,-1.04755256535746E-006,0.000121534991051221,2.33941069768632E-005,-9.57847002189123E-005,-7.35884624060673E-006
5.175,-0.162811413211636,0.986639512045441,-4.60102913755265E-006,-7.50385384173474E-007,1.10017386135453,0.193373932369417,-0.000113198697102216,8.00150576588553E-005,0.0199032380254224,0.0030388094867261,3.94206007912549E-005,2.73081194558475E-005,0.000970014308457424,4.23626816077206E-005,-3.57345767408155E-005,-3.28317580236929E-006,11.0694405907397,1.87926360815343,-6.53864365722226E-005,6.52744425760972E-005,0.535737942508056,0.0883861564888117,-0.000196755216646154,5.62734265757854E-005,0.00898845314165802,0.00181407126864816,-0.000239255241805472,-7.91654355599192E-007,0.000122458503251782,2.33882422567239E-005,-9.65018394323818E-005,-7.29925360954509E-006
5.176,-0.161331964257513,0.986882534700527,-4.64786111801759E-006,-7.50877222754353E-007,1.10412846766621,0.192362980613413,-0.000113750783176948,8.0591950038255E-005,0.0200282963580567,0.00302827568394348,3.95416341759717E-005,2.73868545421584E-005,0.000972992418847686,4.07958220264056E-005,-3.60460702874385E-005,-3.26063991038533E-006,11.0884269051704,1.86554125573632,-6.61422535688597E-005,6.58502764785718E-005,0.5379219537121,0.0879176171548471,-0.000198122483124562,5.68154789295614E-005,0.00904912809507408,0.00181186325579095,-0.000240916481988072,-5.32264634032765E-007,0.000123388092659642,2.338035800213E-005,-9.72235950655618E-005,-7.23825061583802E-006
5.177,-0.159850404548818,0.987123622931489,-4.69520903723894E-006,-7.51302593159685E-007,1.10809851109225,0.191340778635603,-0.000114302540194797,8.1170055129684E-005,0.0201541084326963,0.00301746225456425,3.96595892840101E-005,2.74644463660507E-005,0.000975979425048398,3.92217103379585E-005,-3.63600416597352E-005,-3.23745092640294E-006,11.1074492333974,1.8517532958035,-6.69100327685465E-005,6.64321643984437E-005,0.540116132158224,0.0874434252392591,-0.000199497347310487,5.73602728802837E-005,0.00911019124759066,0.00180951343728705,-0.000242585870125267,-2.6935502236797E-007,0.000124323837072708,2.33704313170723E-005,-9.79500297642619E-005,-7.17582170176919E-006
5.178,-0.158366729345299,0.987362769405118,-4.74307904179238E-006,-7.51659878978437E-007,1.112084057208,0.190307238840541,-0.00011485399544217,8.17493743721696E-005,0.0202806806017662,0.00300636597160318,3.97744136430135E-005,2.75408945492915E-005,0.000978975464149339,3.76403161086968E-005,-3.66765266966632E-005,-3.21360163748939E-006,11.126507636674,1.83789937297517,-6.76899406840476E-005,6.70202334104077E-005,0.542320532117005,0.0869635291194694,-0.000200879925403583,5.79078318730283E-005,0.00917164599016824,0.0018070201411818,-0.000244263518545641,-2.89664514114462E-009,0.00012526581540546,2.3358438906085E-005,-9.86812070970116E-005,-7.11195101534053E-006
5.179,-0.15688093388675,0.987599966745012,-4.79147735669837E-006,-7.51947433692339E-007,1.11608517188208,0.189262272915347,-0.000115405176903895,8.23299094177996E-005,0.0204080192794028,0.00299498356688377,3.98860541064882E-005,2.76161988680232E-005,0.000981980675593416,3.60516083744803E-005,-3.69955617871056E-005,-3.18908461404898E-006,11.1456021759774,1.823979129587,-6.84821458613072E-005,6.76146129741951E-005,0.544535208185017,0.0864778766865969,-0.000202270335467322,5.84581799067647E-005,0.00923349574820762,0.00180438167378077,-0.000245949541352431,2.67139901658741E-007,0.000126214107705236,2.33443570728708E-005,-9.94171915814809E-005,-7.04662239934629E-006
5.18,-0.155393013392921,0.987835207531242,-4.84041028713729E-006,-7.52163577217574E-007,1.12010192127743,0.188205791823166,-0.000115956113267801,8.29116621352043E-005,0.0205361309420483,0.00298331173042201,3.9994456793068E-005,2.76903593895974E-005,0.000984995201208277,3.44555555937146E-005,-3.73171839484547E-005,-3.163892335554E-006,11.1647329120008,1.80999220567324,-6.92868189030541E-005,6.82154349854586E-005,0.546760215286922,0.0859864153404764,-0.000203668697449482,5.90113415603955E-005,0.00929574398193944,0.00180159631935369,-0.00024764405445386,5.40784543065686E-007,0.00012716879516654,2.33281617074464E-005,-0.000100158048685476,-6.97981938433834E-006
5.181,-0.153902963063436,0.988068484300019,-4.88988422017886E-006,-7.52306598799159E-007,1.12413437185238,0.18713770579657,-0.000116506833958174,8.34946346474015E-005,0.020665022129175,0.0029713471098824,4.00995669101484E-005,2.77633762328178E-005,0.000988019185262706,3.28521256662036E-005,-3.76414308485466E-005,-3.13801706328208E-006,11.1838999051476,1.79593823894982,-7.01041324925386E-005,6.88228338068076E-005,0.548995608677546,0.0854890919845753,-0.000205075133221468,5.95673419982352E-005,0.00935839418681947,0.00179866233981816,-0.000249347175592173,8.18067748378114E-007,0.000128129960151591,2.33098282816912E-005,-0.000100903844857467,-6.91152518552346E-006
5.182,-0.15241077807771,0.988299789543356,-4.93990562456977E-006,-7.52374753148027E-007,1.12818259036168,0.186057924330922,-0.000117057369113017,8.40788292848285E-005,0.0207946994439287,0.00295908630996048,4.02013290224287E-005,2.78352498514309E-005,0.000991052774478702,3.12412858920925E-005,-3.79683406880687E-005,-3.11145093452875E-006,11.2031032155232,1.78181686479724,-7.09342614145766E-005,6.94369463262402E-005,0.551241443943956,0.084985853020886,-0.000206489766603226,6.01262069896425E-005,0.00942144989392399,0.00179557797440979,-0.000251059024368036,1.09902054338305E-006,0.000129097686204579,2.32893318366914E-005,-0.000101654647523372,-6.84172269490135E-006
5.183,-0.150916453594859,0.988529115708726,-4.99048105234812E-006,-7.52366261377835E-007,1.13224664385757,0.18496635617765,-0.000117607749644686,8.46642486413356E-005,0.0209251695537969,0.00294652589180139,4.02996867811367E-005,2.79059807626325E-005,0.000994096118095229,2.96230029798696E-005,-3.82979523936457E-005,-3.08418592391108E-006,11.2223429029291,1.76762771624332,-7.17773825823755E-005,7.00579119879457E-005,0.553497777007597,0.0844766443447487,-0.000207912723395351,6.0687962925138E-005,0.00948491467034638,0.00179234143936106,-0.000252779722280086,1.38367451215038E-006,0.000130072058071523,2.32666469781441E-005,-0.000102410525118483,-6.77039447260229E-006
5.184,-0.149419984753618,0.988756455198722,-5.04161714007897E-006,-7.52279310903239E-007,1.1363265996908,0.183862909337437,-0.000118158007208562,8.52508955650556E-005,0.0210564391913421,0.00293366237236111,4.03945830931982E-005,2.79755697890879E-005,0.000997149367893779,2.79972429881246E-005,-3.86303055003798E-005,-3.05621376630468E-006,11.2416190268546,1.75337042394588,-7.26336750673451E-005,7.06858728455944E-005,0.555764664126381,0.0839614113396068,-0.000209344131403006,6.12526368159137E-005,0.00954879211961781,0.00178895092757429,-0.000254509392741278,1.67206182664805E-006,0.000131053161719763,2.32417478678103E-005,-0.00010317154709167,-6.69752274069959E-006
5.185,-0.147921366672256,0.988981800370708,-5.09332060996939E-006,-7.52112052849576E-007,1.14042252551169,0.182747491053382,-0.00011870817423774,8.58387731517515E-005,0.0211885151548403,0.00292049222382803,4.04859600125569E-005,2.80440179446062E-005,0.00100021267823565,2.63639713626491E-005,-3.89654401928759E-005,-3.02752610213374E-006,11.26093164647,1.73904461617514,-7.35033201092253E-005,7.13209736098989E-005,0.558042161896833,0.0834400988717205,-0.000210784120489047,6.1820256335184E-005,0.00961308588210458,0.00178540460828653,-0.000256248161128156,1.96421523820883E-006,0.000132041084351293,2.32146082085535E-005,-0.000103937783926447,-6.62308937988868E-006
5.186,-0.146420594448488,0.989205143536465,-5.14559827191064E-006,-7.51862603767779E-007,1.14453448927113,0.181620007804049,-0.000119258283957658,8.64278847976982E-005,0.0213214043090507,0.00290701187294724,4.05737586835454E-005,2.8111326392895E-005,0.00100328620613112,2.47231528872551E-005,-3.93033973337503E-005,-2.99811437499442E-006,11.2802808206191,1.72464991879614,-7.43865011603367E-005,7.19633616886355E-005,0.560330327256229,0.08291265128481,-0.000212232822580492,6.239084981255E-005,0.00967779963543522,0.0017817006267182,-0.000257996154786104,2.26016811834085E-006,0.000133035914427884,2.31852012465968E-005,-0.000104709307152159,-6.54707591314111E-006
5.187,-0.144917663159393,0.989426476961849,-5.19845702330563E-006,-7.51529043162047E-007,1.14866255922165,0.180480365296486,-0.000119808370386549,8.70182341365994E-005,0.0214551135858581,0.00289321770042501,4.06579195263362E-005,2.8177496627405E-005,0.00100637011124478,2.30747516853326E-005,-3.96442184795452E-005,-2.96796979886027E-006,11.2996666078114,1.7101859552509,-7.52834038974078E-005,7.26131872400322E-005,0.562629217484749,0.0823790123946263,-0.000213690371714626,6.29644462608856E-005,0.00974293709491865,0.00177783710373847,-0.000259753503092635,2.55995443981133E-006,0.000134037741683453,2.31534997509967E-005,-0.00010548618936701,-6.46946350955378E-006
